0.000000,-0.270110
0.399000,-0.270820
0.800000,-0.271510
1.199000,-0.272190
1.600000,-0.272860
1.999000,-0.273510
2.399000,-0.274150
2.799000,-0.274780
3.199000,-0.275390
3.600000,-0.330220
3.999000,-0.572370
4.893000,-0.010128
5.914000,-2.777700
6.313000,-3.059000
6.714000,-3.309700
7.115000,-3.533000
7.515000,-3.732200
7.914000,-3.909500
8.315000,-4.068000
8.714000,-4.209600
9.115000,-4.336100
9.514000,-4.449200
9.915000,-4.550600
10.314000,-4.641300
11.367000,-0.009978
11.766000,-0.009964
12.166000,-0.009955
12.566000,-0.009946
12.967000,-0.009949
13.366000,-0.009944
13.766000,-0.009948
14.166000,-0.009941
14.566000,-0.009941
14.967000,-0.009936
15.368000,-0.009931
15.765000,-0.009928
16.167000,-0.009920
16.568000,-0.009915
16.969000,-0.009910
17.368000,-0.009904
17.768000,-0.009904
18.167000,-0.009896
18.567000,-0.009900
18.967000,-0.009895
19.367000,-0.009892
19.766000,-0.009884
20.166000,-0.009881
20.567000,-0.009876
20.966000,-0.009869
21.367000,-0.009864
21.766000,-0.009863
22.167000,-0.009856
22.568000,-0.009849
22.968000,-0.009842
23.366000,-0.009844
23.767000,-0.009843
24.167000,-0.009836
24.566000,-0.009829
24.967000,-0.009820
25.366000,-0.009817
25.767000,-0.009816
26.168000,-0.009814
26.564000,-0.009810
26.966000,-0.009812
27.366000,-0.009806
27.766000,-0.009802
28.166000,-0.009797
28.565000,-0.009797
28.966000,-0.009794
29.366000,-0.009787
29.766000,-0.009790
30.166000,-0.009784
30.565000,-0.009781
30.966000,-0.009775
31.366000,-0.009775
31.767000,-0.009773
32.168000,-0.009769
32.565000,-0.009769
32.966000,-0.009768
33.368000,-0.009766
33.768000,-0.009765
34.167000,-0.009761
34.567000,-0.009760
34.967000,-0.009760
35.366000,-0.009751
35.767000,-0.009747
36.166000,-0.009744
36.567000,-0.009740
36.968000,-0.009740
37.367000,-0.009742
37.768000,-0.009743
38.168000,-0.009740
38.566000,-0.009739
38.966000,-0.009737
39.368000,-0.009740
39.766000,-0.009736
40.167000,-0.009728
40.566000,-0.009728
40.967000,-0.009727
41.365000,-0.009732
41.767000,-0.009729
42.166000,-0.009730
42.566000,-0.009731
42.968000,-0.009724
43.369000,-0.009724
43.768000,-0.009723
44.168000,-0.009722
44.566000,-0.009717
44.966000,-0.009711
45.365000,-0.009711
45.766000,-0.009706
46.167000,-0.009702
46.566000,-0.009705
46.967000,-0.009700
47.366000,-0.009695
47.767000,-0.009691
48.166000,-0.009691
48.567000,-0.009695
48.966000,-0.009695
49.366000,-0.009694
49.765000,-0.009693
50.166000,-0.009690
50.567000,-0.009695
50.967000,-0.009689
51.366000,-0.009690
51.767000,-0.009692
52.168000,-0.009696
52.567000,-0.009697
52.968000,-0.009695
53.367000,-0.009689
53.768000,-0.009686
54.165000,-0.009686
54.567000,-0.009686
54.966000,-0.009693
55.367000,-0.009686
55.766000,-0.009682
56.166000,-0.009682
56.566000,-0.009681
56.967000,-0.009678
57.366000,-0.009672
57.767000,-0.009672
58.166000,-0.009667
58.566000,-0.009669
58.968000,-0.009666
59.366000,-0.009663
59.767000,-0.009656
60.166000,-0.009662
60.567000,-0.009657
60.966000,-0.009657
61.367000,-0.009661
61.766000,-0.009661
62.167000,-0.009661
62.566000,-0.009657
62.967000,-0.009658
63.365000,-0.009655
63.766000,-0.009667
64.165000,-0.009650
64.566000,-0.009657
64.964000,-0.009658
65.366000,-0.009655
65.765000,-0.009657
66.166000,-0.009653
66.567000,-0.009659
66.964000,-0.009662
67.365000,-0.009654
67.765000,-0.009652
68.168000,-0.009650
68.566000,-0.009649
68.966000,-0.009653
69.366000,-0.009652
69.767000,-0.009651
70.166000,-0.009650
70.567000,-0.009647
70.966000,-0.009642
71.367000,-0.009642
71.766000,-0.009638
72.166000,-0.009635
72.566000,-0.009637
74.019000,2.009400
74.418000,2.734500
74.819000,3.446400
75.219000,4.143100
75.618000,4.757000
76.019000,5.047300
76.418000,5.224900
76.818000,5.253700
77.218000,5.212000
77.617000,5.059200
78.018000,4.883600
78.419000,4.798600
78.818000,4.749700
79.219000,4.708300
79.618000,4.671600
80.018000,4.632300
80.418000,4.591900
80.818000,4.553200
81.217000,4.517200
81.618000,4.483500
82.017000,4.451900
82.418000,4.422200
82.817000,4.394300
83.227000,4.367900
83.618000,4.342900
84.018000,4.319300
84.417000,4.297300
84.817000,4.278700
85.218000,4.261500
85.618000,4.245600
86.019000,4.230600
86.418000,4.216700
86.819000,4.203700
87.218000,4.191600
87.619000,4.180100
88.018000,4.169300
88.422000,4.159200
88.819000,4.149500
89.219000,4.140400
89.618000,4.131800
90.018000,4.123600
90.417000,4.115900
90.818000,4.108400
91.219000,4.101200
91.618000,4.094400
92.019000,4.087900
92.418000,4.081500
92.819000,4.075400
93.218000,4.069500
93.618000,4.063900
94.017000,4.058400
94.418000,4.053000
94.817000,4.047900
95.218000,4.042800
95.617000,4.038000
96.018000,4.033200
96.417000,4.028500
96.818000,4.023900
